0;14;3.45;4.06;
1;24;3.13;7.67;
2;32;3.01;10.62;
3;40;3.33;12.02;
4;46;3.20;14.35;
5;50;3.20;15.64;
6;52;3.01;17.26;
7;56;3.31;16.89;
8;58;3.35;17.32;
9;60;3.43;17.47;
10;62;3.51;17.65;
11;62;3.01;20.57;
12;62;3.02;20.51;
13;66;3.42;19.29;
14;68;3.05;22.26;
15;70;3.12;22.42;
16;72;3.22;22.38;
17;74;3.28;22.58;
18;76;3.38;22.51;
19;78;3.45;22.61;
20;76;3.07;24.77;
21;62;3.02;20.53;
22;62;3.05;20.32;
23;64;3.08;20.76;
24;62;3.00;20.63;
25;62;3.01;20.62;
26;62;3.03;20.46;
27;64;3.10;20.67;
28;62;3.02;20.52;
29;62;3.02;20.54;
30;78;3.05;25.59;
31;78;3.05;25.56;
32;78;3.08;25.36;
33;78;3.06;25.48;
34;78;3.06;25.45;
35;78;3.04;25.69;
36;78;3.03;25.70;
37;78;3.04;25.63;
38;64;3.03;21.12;
39;64;3.09;20.70;
40;64;3.08;20.76;
41;64;3.09;20.68;
42;62;3.01;20.60;
43;62;3.03;20.49;
44;62;3.01;20.61;
45;62;3.05;20.33;
46;62;3.03;20.48;
47;64;3.07;20.87;
48;78;3.05;25.55;
49;78;3.07;25.38;
50;78;3.03;25.70;
51;78;3.05;25.53;
52;78;3.07;25.41;
53;78;3.06;25.49;
54;78;3.05;25.58;
55;78;3.07;25.39;
56;62;3.02;20.54;
57;62;3.05;20.35;
58;62;3.01;20.61;
59;62;3.02;20.54;
60;62;3.04;20.38;
61;64;3.07;20.83;
62;62;3.03;20.44;
63;62;3.01;20.56;
64;62;3.03;20.49;
65;74;3.02;24.51;
66;78;3.04;25.62;
67;78;3.05;25.56;
68;78;3.06;25.52;
69;78;3.03;25.71;
70;78;3.07;25.42;
71;80;3.43;23.30;
72;80;3.06;26.13;
73;64;3.01;21.25;
74;64;3.09;20.71;
75;64;3.02;21.22;
76;64;3.01;21.25;
77;66;3.08;21.42;
78;64;3.07;20.88;
79;64;3.03;21.15;
80;64;3.03;21.10;
81;64;3.09;20.74;
82;80;3.03;26.39;
83;80;3.02;26.49;
84;80;3.02;26.51;
85;80;3.03;26.37;
86;82;3.47;23.60;
87;80;3.03;26.45;
88;78;3.02;25.85;
89;80;3.02;26.46;
90;72;3.04;23.68;
91;64;3.07;20.87;
92;64;3.02;21.22;
93;64;3.01;21.25;
94;66;3.08;21.40;
95;64;3.05;20.99;
96;64;3.01;21.25;
97;64;3.01;21.26;
98;64;3.05;21.00;
99;64;3.02;21.18;
