0;14;3.34;4.19;
1;28;3.16;8.86;
2;38;3.17;12.01;
3;44;3.12;14.11;
4;48;3.08;15.56;
5;52;3.19;16.30;
6;54;3.12;17.30;
7;56;3.22;17.39;
8;58;3.22;18.02;
9;60;3.46;17.32;
10;64;3.39;18.85;
11;68;3.53;19.26;
12;70;3.15;22.20;
13;72;3.23;22.32;
14;74;3.30;22.41;
15;76;3.39;22.39;
16;78;3.47;22.47;
17;78;3.06;25.51;
18;62;3.02;20.51;
19;62;3.02;20.50;
20;62;3.01;20.60;
21;62;3.03;20.46;
22;62;3.03;20.48;
23;62;3.02;20.56;
24;62;3.04;20.42;
25;62;3.04;20.39;
26;62;3.04;20.38;
27;74;3.06;24.16;
28;78;3.07;25.43;
29;78;3.06;25.51;
30;78;3.07;25.39;
31;76;3.00;25.33;
32;76;3.00;25.30;
33;78;3.05;25.61;
34;78;3.07;25.44;
35;76;3.09;24.59;
36;62;3.01;20.58;
37;62;3.02;20.52;
38;62;3.02;20.52;
39;62;3.01;20.59;
40;62;3.04;20.39;
41;62;3.04;20.43;
42;62;3.03;20.46;
43;62;3.04;20.36;
44;62;3.02;20.53;
45;78;3.08;25.34;
46;78;3.07;25.38;
47;78;3.08;25.34;
48;78;3.07;25.37;
49;78;3.08;25.34;
50;78;3.07;25.43;
51;78;3.07;25.43;
52;78;3.06;25.52;
53;66;3.06;21.58;
54;62;3.03;20.49;
55;62;3.04;20.41;
56;62;3.02;20.50;
57;62;3.04;20.43;
58;62;3.01;20.58;
59;62;3.02;20.52;
60;62;3.02;20.53;
61;62;3.00;20.64;
62;62;3.02;20.56;
63;78;3.06;25.52;
64;78;3.07;25.43;
65;78;3.07;25.38;
66;78;3.06;25.50;
67;78;3.06;25.47;
68;78;3.06;25.53;
69;78;3.07;25.40;
70;78;3.04;25.68;
71;62;3.02;20.55;
72;62;3.02;20.54;
73;62;3.01;20.60;
74;62;3.01;20.63;
75;62;3.02;20.53;
76;62;3.01;20.59;
77;62;3.01;20.60;
78;62;3.00;20.66;
79;64;3.09;20.72;
80;66;3.05;21.62;
81;78;3.05;25.56;
82;78;3.06;25.48;
83;78;3.07;25.44;
84;78;3.06;25.48;
85;78;3.07;25.41;
86;76;3.00;25.30;
87;78;3.08;25.36;
88;78;3.08;25.37;
89;62;3.01;20.57;
90;62;3.01;20.62;
91;62;3.00;20.65;
92;62;3.01;20.61;
93;64;3.09;20.70;
94;62;3.03;20.48;
95;62;3.02;20.55;
96;62;3.01;20.57;
97;62;3.03;20.45;
98;74;3.01;24.56;
99;78;3.07;25.43;
